state,grossstateproduct,industry,industryvalueadded,exportindustry,manufacturingindustry,baseyear,ratiotype,investmenttaxcredit,researchanddevelopmentcredit
AL,167688,All Export,,1,,1990,Discounted - 12% Rate,0,0
AL,167688,All Export,,1,,1991,Discounted - 12% Rate,0,0
AL,167688,All Export,,1,,1992,Discounted - 12% Rate,0,0
AL,167688,All Export,,1,,1993,Discounted - 12% Rate,0,0
AL,167688,All Export,,1,,1994,Discounted - 12% Rate,0,0
AL,167688,All Export,,1,,1995,Discounted - 12% Rate,.0092799999,0
AL,167688,All Export,,1,,1996,Discounted - 12% Rate,.0093099996,0
AL,167688,All Export,,1,,1997,Discounted - 12% Rate,.0092799999,0
AL,167688,All Export,,1,,1998,Discounted - 12% Rate,.0093,0
AL,167688,All Export,,1,,1999,Discounted - 12% Rate,.0093299998,0
AL,167688,All Export,,1,,2000,Discounted - 12% Rate,.0093099996,0
AL,167688,All Export,,1,,2001,Discounted - 12% Rate,.01206,0
AL,167688,All Export,,1,,2002,Discounted - 12% Rate,.01205,0
AL,167688,All Export,,1,,2003,Discounted - 12% Rate,.01205,0
AL,167688,All Export,,1,,2004,Discounted - 12% Rate,.01205,0
AL,167688,All Export,,1,,2005,Discounted - 12% Rate,.01199,0
AL,167688,All Export,,1,,2006,Discounted - 12% Rate,.01199,0
AL,167688,All Export,,1,,2007,Discounted - 12% Rate,.012,0
AL,167688,All Export,,1,,2008,Discounted - 12% Rate,.01195,0
AL,167688,All Export,,1,,2009,Discounted - 12% Rate,.01195,0
AL,167688,All Export,,1,,2010,Discounted - 12% Rate,.01194,0
AL,167688,All Export,,1,,2011,Discounted - 12% Rate,.01142,0
AL,167688,All Export,,1,,2012,Discounted - 12% Rate,.01141,0
AL,167688,All Export,,1,,2013,Discounted - 12% Rate,.01141,0
AL,167688,All Export,,1,,2014,Discounted - 12% Rate,.01141,0
AL,167688,All Export,,1,,2015,Discounted - 12% Rate,.01141,0
AZ,246975,All Export,,1,,1990,Discounted - 12% Rate,0,0
AZ,246975,All Export,,1,,1991,Discounted - 12% Rate,0,0
AZ,246975,All Export,,1,,1992,Discounted - 12% Rate,0,.0039599999
AZ,246975,All Export,,1,,1993,Discounted - 12% Rate,0,.0039599999
AZ,246975,All Export,,1,,1994,Discounted - 12% Rate,0,.0039400002
AZ,246975,All Export,,1,,1995,Discounted - 12% Rate,0,.0039400002
AZ,246975,All Export,,1,,1996,Discounted - 12% Rate,0,.00392
AZ,246975,All Export,,1,,1997,Discounted - 12% Rate,0,.00391
AZ,246975,All Export,,1,,1998,Discounted - 12% Rate,0,.0038600001
AZ,246975,All Export,,1,,1999,Discounted - 12% Rate,0,.0037700001
AZ,246975,All Export,,1,,2000,Discounted - 12% Rate,0,.0037700001
AZ,246975,All Export,,1,,2001,Discounted - 12% Rate,0,.0035999999
AZ,246975,All Export,,1,,2002,Discounted - 12% Rate,0,.0035999999
AZ,246975,All Export,,1,,2003,Discounted - 12% Rate,0,.0036200001
AZ,246975,All Export,,1,,2004,Discounted - 12% Rate,0,.00364
AZ,246975,All Export,,1,,2005,Discounted - 12% Rate,0,.0036299999
AZ,246975,All Export,,1,,2006,Discounted - 12% Rate,0,.0036500001
AZ,246975,All Export,,1,,2007,Discounted - 12% Rate,0,.0035999999
AZ,246975,All Export,,1,,2008,Discounted - 12% Rate,0,.00358
AZ,246975,All Export,,1,,2009,Discounted - 12% Rate,0,.00355
AZ,246975,All Export,,1,,2010,Discounted - 12% Rate,0,.00355
AZ,246975,All Export,,1,,2011,Discounted - 12% Rate,0,.0027399999
AZ,246975,All Export,,1,,2012,Discounted - 12% Rate,0,.00275
AZ,246975,All Export,,1,,2013,Discounted - 12% Rate,.0020999999,.00333
AZ,246975,All Export,,1,,2014,Discounted - 12% Rate,.0020999999,.00315
AZ,246975,All Export,,1,,2015,Discounted - 12% Rate,.0020999999,.00294
CA,2018457,All Export,,1,,1990,Discounted - 12% Rate,0,.0021500001
CA,2018457,All Export,,1,,1991,Discounted - 12% Rate,0,.0021500001
CA,2018457,All Export,,1,,1992,Discounted - 12% Rate,0,.0021500001
CA,2018457,All Export,,1,,1993,Discounted - 12% Rate,0,.0021500001
CA,2018457,All Export,,1,,1994,Discounted - 12% Rate,.00178,.0020999999
CA,2018457,All Export,,1,,1995,Discounted - 12% Rate,.00178,.0020999999
CA,2018457,All Export,,1,,1996,Discounted - 12% Rate,.00179,.0020999999
CA,2018457,All Export,,1,,1997,Discounted - 12% Rate,.00179,.00287
CA,2018457,All Export,,1,,1998,Discounted - 12% Rate,.00177,.00285
CA,2018457,All Export,,1,,1999,Discounted - 12% Rate,.00176,.00309
CA,2018457,All Export,,1,,2000,Discounted - 12% Rate,.00177,.0037100001
CA,2018457,All Export,,1,,2001,Discounted - 12% Rate,.00177,.0037
CA,2018457,All Export,,1,,2002,Discounted - 12% Rate,.00177,.0037
CA,2018457,All Export,,1,,2003,Discounted - 12% Rate,.00177,.0037100001
CA,2018457,All Export,,1,,2004,Discounted - 12% Rate,0,.00398
CA,2018457,All Export,,1,,2005,Discounted - 12% Rate,0,.0039900001
CA,2018457,All Export,,1,,2006,Discounted - 12% Rate,0,.0040099998
CA,2018457,All Export,,1,,2007,Discounted - 12% Rate,0,.0040099998
CA,2018457,All Export,,1,,2008,Discounted - 12% Rate,0,.0039900001
CA,2018457,All Export,,1,,2009,Discounted - 12% Rate,0,.0039900001
CA,2018457,All Export,,1,,2010,Discounted - 12% Rate,0,.00398
CA,2018457,All Export,,1,,2011,Discounted - 12% Rate,0,.00388
CA,2018457,All Export,,1,,2012,Discounted - 12% Rate,0,.00388
CA,2018457,All Export,,1,,2013,Discounted - 12% Rate,0,.00388
CA,2018457,All Export,,1,,2014,Discounted - 12% Rate,0,.00388
CA,2018457,All Export,,1,,2015,Discounted - 12% Rate,0,.00388
CO,268867,All Export,,1,,1990,Discounted - 12% Rate,0,0
CO,268867,All Export,,1,,1991,Discounted - 12% Rate,0,0
CO,268867,All Export,,1,,1992,Discounted - 12% Rate,0,0
CO,268867,All Export,,1,,1993,Discounted - 12% Rate,0,0
CO,268867,All Export,,1,,1994,Discounted - 12% Rate,0,0
CO,268867,All Export,,1,,1995,Discounted - 12% Rate,0,0
CO,268867,All Export,,1,,1996,Discounted - 12% Rate,0,0
CO,268867,All Export,,1,,1997,Discounted - 12% Rate,0,0
CO,268867,All Export,,1,,1998,Discounted - 12% Rate,0,0
CO,268867,All Export,,1,,1999,Discounted - 12% Rate,0,0
CO,268867,All Export,,1,,2000,Discounted - 12% Rate,0,0
CO,268867,All Export,,1,,2001,Discounted - 12% Rate,0,0
CO,268867,All Export,,1,,2002,Discounted - 12% Rate,0,0
CO,268867,All Export,,1,,2003,Discounted - 12% Rate,0,0
CO,268867,All Export,,1,,2004,Discounted - 12% Rate,0,0
CO,268867,All Export,,1,,2005,Discounted - 12% Rate,0,0
CO,268867,All Export,,1,,2006,Discounted - 12% Rate,0,0
CO,268867,All Export,,1,,2007,Discounted - 12% Rate,0,0
CO,268867,All Export,,1,,2008,Discounted - 12% Rate,0,0
CO,268867,All Export,,1,,2009,Discounted - 12% Rate,0,0
CO,268867,All Export,,1,,2010,Discounted - 12% Rate,0,0
CO,268867,All Export,,1,,2011,Discounted - 12% Rate,0,0
CO,268867,All Export,,1,,2012,Discounted - 12% Rate,0,0
CO,268867,All Export,,1,,2013,Discounted - 12% Rate,0,0
CO,268867,All Export,,1,,2014,Discounted - 12% Rate,0,0
CO,268867,All Export,,1,,2015,Discounted - 12% Rate,0,0
CT,224448,All Export,,1,,1990,Discounted - 12% Rate,0,0
CT,224448,All Export,,1,,1991,Discounted - 12% Rate,0,0
CT,224448,All Export,,1,,1992,Discounted - 12% Rate,0,0
CT,224448,All Export,,1,,1993,Discounted - 12% Rate,0,.00098999997
CT,224448,All Export,,1,,1994,Discounted - 12% Rate,0,.00098999997
CT,224448,All Export,,1,,1995,Discounted - 12% Rate,0,.00098000001
CT,224448,All Export,,1,,1996,Discounted - 12% Rate,0,.00095000002
CT,224448,All Export,,1,,1997,Discounted - 12% Rate,0,.00094
CT,224448,All Export,,1,,1998,Discounted - 12% Rate,.0020600001,.00102
CT,224448,All Export,,1,,1999,Discounted - 12% Rate,.00199,.00096999999
CT,224448,All Export,,1,,2000,Discounted - 12% Rate,.00208,.00106
CT,224448,All Export,,1,,2001,Discounted - 12% Rate,.00202,.001
CT,224448,All Export,,1,,2002,Discounted - 12% Rate,.0020099999,.00098999997
CT,224448,All Export,,1,,2003,Discounted - 12% Rate,.0021800001,.00107
CT,224448,All Export,,1,,2004,Discounted - 12% Rate,.00226,.00109
CT,224448,All Export,,1,,2005,Discounted - 12% Rate,.00214,.00101
CT,224448,All Export,,1,,2006,Discounted - 12% Rate,.00185,.00091
CT,224448,All Export,,1,,2007,Discounted - 12% Rate,.00083999999,.00070999999
CT,224448,All Export,,1,,2008,Discounted - 12% Rate,.00083999999,.00072000001
CT,224448,All Export,,1,,2009,Discounted - 12% Rate,.00091,.00073999999
CT,224448,All Export,,1,,2010,Discounted - 12% Rate,.00094,.00075000001
CT,224448,All Export,,1,,2011,Discounted - 12% Rate,.00092000002,.00075000001
CT,224448,All Export,,1,,2012,Discounted - 12% Rate,.0022499999,.0011
CT,224448,All Export,,1,,2013,Discounted - 12% Rate,.0021899999,.0011
CT,224448,All Export,,1,,2014,Discounted - 12% Rate,.0021899999,.0011
CT,224448,All Export,,1,,2015,Discounted - 12% Rate,.0019799999,.00095999998
DC,75620,All Export,,1,,1990,Discounted - 12% Rate,0,0
DC,75620,All Export,,1,,1991,Discounted - 12% Rate,0,0
DC,75620,All Export,,1,,1992,Discounted - 12% Rate,0,0
DC,75620,All Export,,1,,1993,Discounted - 12% Rate,0,0
DC,75620,All Export,,1,,1994,Discounted - 12% Rate,0,0
DC,75620,All Export,,1,,1995,Discounted - 12% Rate,0,0
DC,75620,All Export,,1,,1996,Discounted - 12% Rate,0,0
DC,75620,All Export,,1,,1997,Discounted - 12% Rate,0,0
DC,75620,All Export,,1,,1998,Discounted - 12% Rate,0,0
DC,75620,All Export,,1,,1999,Discounted - 12% Rate,0,0
DC,75620,All Export,,1,,2000,Discounted - 12% Rate,0,0
DC,75620,All Export,,1,,2001,Discounted - 12% Rate,0,0
DC,75620,All Export,,1,,2002,Discounted - 12% Rate,0,0
DC,75620,All Export,,1,,2003,Discounted - 12% Rate,0,0
DC,75620,All Export,,1,,2004,Discounted - 12% Rate,0,0
DC,75620,All Export,,1,,2005,Discounted - 12% Rate,0,0
DC,75620,All Export,,1,,2006,Discounted - 12% Rate,0,0
DC,75620,All Export,,1,,2007,Discounted - 12% Rate,0,0
DC,75620,All Export,,1,,2008,Discounted - 12% Rate,0,0
DC,75620,All Export,,1,,2009,Discounted - 12% Rate,0,0
DC,75620,All Export,,1,,2010,Discounted - 12% Rate,0,0
DC,75620,All Export,,1,,2011,Discounted - 12% Rate,0,0
DC,75620,All Export,,1,,2012,Discounted - 12% Rate,0,0
DC,75620,All Export,,1,,2013,Discounted - 12% Rate,0,0
DC,75620,All Export,,1,,2014,Discounted - 12% Rate,0,0
DC,75620,All Export,,1,,2015,Discounted - 12% Rate,0,0
FL,733529,All Export,,1,,1990,Discounted - 12% Rate,0,0
FL,733529,All Export,,1,,1991,Discounted - 12% Rate,0,0
FL,733529,All Export,,1,,1992,Discounted - 12% Rate,0,0
FL,733529,All Export,,1,,1993,Discounted - 12% Rate,0,0
FL,733529,All Export,,1,,1994,Discounted - 12% Rate,0,0
FL,733529,All Export,,1,,1995,Discounted - 12% Rate,0,0
FL,733529,All Export,,1,,1996,Discounted - 12% Rate,0,0
FL,733529,All Export,,1,,1997,Discounted - 12% Rate,0,0
FL,733529,All Export,,1,,1998,Discounted - 12% Rate,.0071399999,0
FL,733529,All Export,,1,,1999,Discounted - 12% Rate,.0071999999,0
FL,733529,All Export,,1,,2000,Discounted - 12% Rate,.00722,0
FL,733529,All Export,,1,,2001,Discounted - 12% Rate,.0071700001,0
FL,733529,All Export,,1,,2002,Discounted - 12% Rate,.00721,0
FL,733529,All Export,,1,,2003,Discounted - 12% Rate,.00728,0
FL,733529,All Export,,1,,2004,Discounted - 12% Rate,.0073600002,0
FL,733529,All Export,,1,,2005,Discounted - 12% Rate,.0073500001,0
FL,733529,All Export,,1,,2006,Discounted - 12% Rate,.0073899999,0
FL,733529,All Export,,1,,2007,Discounted - 12% Rate,.0074700001,0
FL,733529,All Export,,1,,2008,Discounted - 12% Rate,.0074700001,0
FL,733529,All Export,,1,,2009,Discounted - 12% Rate,.0074700001,0
FL,733529,All Export,,1,,2010,Discounted - 12% Rate,.0074900002,0
FL,733529,All Export,,1,,2011,Discounted - 12% Rate,.0075699999,0
FL,733529,All Export,,1,,2012,Discounted - 12% Rate,.0075599998,.00018
FL,733529,All Export,,1,,2013,Discounted - 12% Rate,.00758,.00018
FL,733529,All Export,,1,,2014,Discounted - 12% Rate,.00758,.00018
FL,733529,All Export,,1,,2015,Discounted - 12% Rate,.00758,.00018
GA,412696,All Export,,1,,1990,Discounted - 12% Rate,0,0
GA,412696,All Export,,1,,1991,Discounted - 12% Rate,0,0
GA,412696,All Export,,1,,1992,Discounted - 12% Rate,0,0
GA,412696,All Export,,1,,1993,Discounted - 12% Rate,0,0
GA,412696,All Export,,1,,1994,Discounted - 12% Rate,0,0
GA,412696,All Export,,1,,1995,Discounted - 12% Rate,0,0
GA,412696,All Export,,1,,1996,Discounted - 12% Rate,0,0
GA,412696,All Export,,1,,1997,Discounted - 12% Rate,0,0
GA,412696,All Export,,1,,1998,Discounted - 12% Rate,0,.00086999999
GA,412696,All Export,,1,,1999,Discounted - 12% Rate,0,.00086999999
GA,412696,All Export,,1,,2000,Discounted - 12% Rate,0,.00086999999
GA,412696,All Export,,1,,2001,Discounted - 12% Rate,0,.00086999999
GA,412696,All Export,,1,,2002,Discounted - 12% Rate,0,.00086999999
GA,412696,All Export,,1,,2003,Discounted - 12% Rate,0,.00086999999
GA,412696,All Export,,1,,2004,Discounted - 12% Rate,0,.00086999999
GA,412696,All Export,,1,,2005,Discounted - 12% Rate,0,.00086999999
GA,412696,All Export,,1,,2006,Discounted - 12% Rate,0,.00086999999
GA,412696,All Export,,1,,2007,Discounted - 12% Rate,0,.00086999999
GA,412696,All Export,,1,,2008,Discounted - 12% Rate,0,.00086999999
GA,412696,All Export,,1,,2009,Discounted - 12% Rate,0,.00086999999
GA,412696,All Export,,1,,2010,Discounted - 12% Rate,0,.00086999999
GA,412696,All Export,,1,,2011,Discounted - 12% Rate,0,.00086999999
GA,412696,All Export,,1,,2012,Discounted - 12% Rate,0,.00086999999
GA,412696,All Export,,1,,2013,Discounted - 12% Rate,0,.00086999999
GA,412696,All Export,,1,,2014,Discounted - 12% Rate,0,.00086999999
GA,412696,All Export,,1,,2015,Discounted - 12% Rate,0,.00086999999
IL,661252,All Export,,1,,1990,Discounted - 12% Rate,.0011399999,0
IL,661252,All Export,,1,,1991,Discounted - 12% Rate,.00115,.00076999998
IL,661252,All Export,,1,,1992,Discounted - 12% Rate,.00115,.00076999998
IL,661252,All Export,,1,,1993,Discounted - 12% Rate,.00115,.00076999998
IL,661252,All Export,,1,,1994,Discounted - 12% Rate,.00115,.00076999998
IL,661252,All Export,,1,,1995,Discounted - 12% Rate,.00125,.00076999998
IL,661252,All Export,,1,,1996,Discounted - 12% Rate,.00133,.00078
IL,661252,All Export,,1,,1997,Discounted - 12% Rate,.00144,.00078
IL,661252,All Export,,1,,1998,Discounted - 12% Rate,.0015,.00076999998
IL,661252,All Export,,1,,1999,Discounted - 12% Rate,.0014900001,.00076000002
IL,661252,All Export,,1,,2000,Discounted - 12% Rate,.00148,.000059999998
IL,661252,All Export,,1,,2001,Discounted - 12% Rate,.0014900001,.000070000002
IL,661252,All Export,,1,,2002,Discounted - 12% Rate,.0014900001,.000070000002
IL,661252,All Export,,1,,2003,Discounted - 12% Rate,.0015,.000070000002
IL,661252,All Export,,1,,2004,Discounted - 12% Rate,.00151,.000070000002
IL,661252,All Export,,1,,2005,Discounted - 12% Rate,.00151,.000079999998
IL,661252,All Export,,1,,2006,Discounted - 12% Rate,.00151,.000070000002
IL,661252,All Export,,1,,2007,Discounted - 12% Rate,.00152,.000079999998
IL,661252,All Export,,1,,2008,Discounted - 12% Rate,.00153,.000070000002
IL,661252,All Export,,1,,2009,Discounted - 12% Rate,.00152,.000070000002
IL,661252,All Export,,1,,2010,Discounted - 12% Rate,.00152,.000070000002
IL,661252,All Export,,1,,2011,Discounted - 12% Rate,.00152,.00019000001
IL,661252,All Export,,1,,2012,Discounted - 12% Rate,.00152,.00019000001
IL,661252,All Export,,1,,2013,Discounted - 12% Rate,.00152,.00019000001
IL,661252,All Export,,1,,2014,Discounted - 12% Rate,.00144,.00019000001
IL,661252,All Export,,1,,2015,Discounted - 12% Rate,.0011699999,.00019000001
IN,289231,All Export,,1,,1990,Discounted - 12% Rate,0,.00269
IN,289231,All Export,,1,,1991,Discounted - 12% Rate,0,.00269
IN,289231,All Export,,1,,1992,Discounted - 12% Rate,0,.00269
IN,289231,All Export,,1,,1993,Discounted - 12% Rate,0,.00269
IN,289231,All Export,,1,,1994,Discounted - 12% Rate,0,.00269
IN,289231,All Export,,1,,1995,Discounted - 12% Rate,0,.00269
IN,289231,All Export,,1,,1996,Discounted - 12% Rate,0,.00269
IN,289231,All Export,,1,,1997,Discounted - 12% Rate,0,.00269
IN,289231,All Export,,1,,1998,Discounted - 12% Rate,0,.00269
IN,289231,All Export,,1,,1999,Discounted - 12% Rate,0,.00269
IN,289231,All Export,,1,,2000,Discounted - 12% Rate,0,.00269
IN,289231,All Export,,1,,2001,Discounted - 12% Rate,0,.00269
IN,289231,All Export,,1,,2002,Discounted - 12% Rate,0,.00269
IN,289231,All Export,,1,,2003,Discounted - 12% Rate,.0070000002,.00269
IN,289231,All Export,,1,,2004,Discounted - 12% Rate,.0069200001,.00269
IN,289231,All Export,,1,,2005,Discounted - 12% Rate,.00691,.00269
IN,289231,All Export,,1,,2006,Discounted - 12% Rate,.0069400002,.00269
IN,289231,All Export,,1,,2007,Discounted - 12% Rate,.00666,.00269
IN,289231,All Export,,1,,2008,Discounted - 12% Rate,.0067799999,.00269
IN,289231,All Export,,1,,2009,Discounted - 12% Rate,.0067099999,.00269
IN,289231,All Export,,1,,2010,Discounted - 12% Rate,.0073000002,.00211
IN,289231,All Export,,1,,2011,Discounted - 12% Rate,.0072400002,.0020600001
IN,289231,All Export,,1,,2012,Discounted - 12% Rate,.00709,.00199
IN,289231,All Export,,1,,2013,Discounted - 12% Rate,.0070799999,.00191
IN,289231,All Export,,1,,2014,Discounted - 12% Rate,.0068600001,.00181
IN,289231,All Export,,1,,2015,Discounted - 12% Rate,.0066200001,.0016899999
IA,150495,All Export,,1,,1990,Discounted - 12% Rate,0,.0017500001
IA,150495,All Export,,1,,1991,Discounted - 12% Rate,0,.0017500001
IA,150495,All Export,,1,,1992,Discounted - 12% Rate,0,.0017500001
IA,150495,All Export,,1,,1993,Discounted - 12% Rate,0,.0017500001
IA,150495,All Export,,1,,1994,Discounted - 12% Rate,.0079600001,.0017500001
IA,150495,All Export,,1,,1995,Discounted - 12% Rate,.0079800002,.0017500001
IA,150495,All Export,,1,,1996,Discounted - 12% Rate,.00801,.0017500001
IA,150495,All Export,,1,,1997,Discounted - 12% Rate,.0080199996,.0017500001
IA,150495,All Export,,1,,1998,Discounted - 12% Rate,.0079800002,.0017500001
IA,150495,All Export,,1,,1999,Discounted - 12% Rate,.00801,.0017500001
IA,150495,All Export,,1,,2000,Discounted - 12% Rate,.0080800001,.0017500001
IA,150495,All Export,,1,,2001,Discounted - 12% Rate,.0081000002,.0017500001
IA,150495,All Export,,1,,2002,Discounted - 12% Rate,.0080500003,.0017500001
IA,150495,All Export,,1,,2003,Discounted - 12% Rate,.0080000004,.0017500001
IA,150495,All Export,,1,,2004,Discounted - 12% Rate,.0079600001,.0017500001
IA,150495,All Export,,1,,2005,Discounted - 12% Rate,.00801,.0017500001
IA,150495,All Export,,1,,2006,Discounted - 12% Rate,.0080599999,.0017500001
IA,150495,All Export,,1,,2007,Discounted - 12% Rate,.0080700004,.0017500001
IA,150495,All Export,,1,,2008,Discounted - 12% Rate,.0081500001,.0017500001
IA,150495,All Export,,1,,2009,Discounted - 12% Rate,.0080300001,.0017500001
IA,150495,All Export,,1,,2010,Discounted - 12% Rate,.0079899998,.0017500001
IA,150495,All Export,,1,,2011,Discounted - 12% Rate,.0080199996,.0017500001
IA,150495,All Export,,1,,2012,Discounted - 12% Rate,.0080300001,.0017500001
IA,150495,All Export,,1,,2013,Discounted - 12% Rate,.0080399998,.0017500001
IA,150495,All Export,,1,,2014,Discounted - 12% Rate,.0080399998,.0017500001
IA,150495,All Export,,1,,2015,Discounted - 12% Rate,.0080399998,.0017500001
KY,160173,All Export,,1,,1990,Discounted - 12% Rate,0,0
KY,160173,All Export,,1,,1991,Discounted - 12% Rate,0,0
KY,160173,All Export,,1,,1992,Discounted - 12% Rate,.02565,0
KY,160173,All Export,,1,,1993,Discounted - 12% Rate,.025660001,0
KY,160173,All Export,,1,,1994,Discounted - 12% Rate,.025660001,0
KY,160173,All Export,,1,,1995,Discounted - 12% Rate,.025669999,0
KY,160173,All Export,,1,,1996,Discounted - 12% Rate,.025669999,0
KY,160173,All Export,,1,,1997,Discounted - 12% Rate,.025669999,0
KY,160173,All Export,,1,,1998,Discounted - 12% Rate,.02565,0
KY,160173,All Export,,1,,1999,Discounted - 12% Rate,.02564,0
KY,160173,All Export,,1,,2000,Discounted - 12% Rate,.025660001,0
KY,160173,All Export,,1,,2001,Discounted - 12% Rate,.025669999,0
KY,160173,All Export,,1,,2002,Discounted - 12% Rate,.02565,0
KY,160173,All Export,,1,,2003,Discounted - 12% Rate,.025590001,0
KY,160173,All Export,,1,,2004,Discounted - 12% Rate,.02555,0
KY,160173,All Export,,1,,2005,Discounted - 12% Rate,.023809999,0
KY,160173,All Export,,1,,2006,Discounted - 12% Rate,.02386,0
KY,160173,All Export,,1,,2007,Discounted - 12% Rate,.022430001,0
KY,160173,All Export,,1,,2008,Discounted - 12% Rate,.022430001,0
KY,160173,All Export,,1,,2009,Discounted - 12% Rate,.022399999,0
KY,160173,All Export,,1,,2010,Discounted - 12% Rate,.022369999,0
KY,160173,All Export,,1,,2011,Discounted - 12% Rate,.02241,0
KY,160173,All Export,,1,,2012,Discounted - 12% Rate,.02238,0
KY,160173,All Export,,1,,2013,Discounted - 12% Rate,.022369999,0
KY,160173,All Export,,1,,2014,Discounted - 12% Rate,.022369999,0
KY,160173,All Export,,1,,2015,Discounted - 12% Rate,.022369999,0
LA,225511,All Export,,1,,1990,Discounted - 12% Rate,0,0
LA,225511,All Export,,1,,1991,Discounted - 12% Rate,0,0
LA,225511,All Export,,1,,1992,Discounted - 12% Rate,0,0
LA,225511,All Export,,1,,1993,Discounted - 12% Rate,0,0
LA,225511,All Export,,1,,1994,Discounted - 12% Rate,0,0
LA,225511,All Export,,1,,1995,Discounted - 12% Rate,0,0
LA,225511,All Export,,1,,1996,Discounted - 12% Rate,.00047999999,0
LA,225511,All Export,,1,,1997,Discounted - 12% Rate,.00047999999,0
LA,225511,All Export,,1,,1998,Discounted - 12% Rate,.00047999999,0
LA,225511,All Export,,1,,1999,Discounted - 12% Rate,.00047999999,0
LA,225511,All Export,,1,,2000,Discounted - 12% Rate,.00047999999,0
LA,225511,All Export,,1,,2001,Discounted - 12% Rate,.00047999999,0
LA,225511,All Export,,1,,2002,Discounted - 12% Rate,.00047999999,0
LA,225511,All Export,,1,,2003,Discounted - 12% Rate,.00047999999,.0020699999
LA,225511,All Export,,1,,2004,Discounted - 12% Rate,.00047999999,.0020699999
LA,225511,All Export,,1,,2005,Discounted - 12% Rate,.00047999999,.0020699999
LA,225511,All Export,,1,,2006,Discounted - 12% Rate,.00047999999,.0020699999
LA,225511,All Export,,1,,2007,Discounted - 12% Rate,.00047999999,.0020699999
LA,225511,All Export,,1,,2008,Discounted - 12% Rate,.00047999999,.0020699999
LA,225511,All Export,,1,,2009,Discounted - 12% Rate,.00047999999,.0020699999
LA,225511,All Export,,1,,2010,Discounted - 12% Rate,.00047999999,.0020699999
LA,225511,All Export,,1,,2011,Discounted - 12% Rate,.00047999999,.0020699999
LA,225511,All Export,,1,,2012,Discounted - 12% Rate,.00047999999,.0020699999
LA,225511,All Export,,1,,2013,Discounted - 12% Rate,.00047999999,.0020699999
LA,225511,All Export,,1,,2014,Discounted - 12% Rate,.00047999999,.0020699999
LA,225511,All Export,,1,,2015,Discounted - 12% Rate,.00047999999,.0020699999
MD,273186,All Export,,1,,1990,Discounted - 12% Rate,0,0
MD,273186,All Export,,1,,1991,Discounted - 12% Rate,0,0
MD,273186,All Export,,1,,1992,Discounted - 12% Rate,0,0
MD,273186,All Export,,1,,1993,Discounted - 12% Rate,0,0
MD,273186,All Export,,1,,1994,Discounted - 12% Rate,0,0
MD,273186,All Export,,1,,1995,Discounted - 12% Rate,0,0
MD,273186,All Export,,1,,1996,Discounted - 12% Rate,0,0
MD,273186,All Export,,1,,1997,Discounted - 12% Rate,0,0
MD,273186,All Export,,1,,1998,Discounted - 12% Rate,0,0
MD,273186,All Export,,1,,1999,Discounted - 12% Rate,0,0
MD,273186,All Export,,1,,2000,Discounted - 12% Rate,0,.00263
MD,273186,All Export,,1,,2001,Discounted - 12% Rate,0,.0025500001
MD,273186,All Export,,1,,2002,Discounted - 12% Rate,0,.0025500001
MD,273186,All Export,,1,,2003,Discounted - 12% Rate,0,.0025500001
MD,273186,All Export,,1,,2004,Discounted - 12% Rate,0,.0025599999
MD,273186,All Export,,1,,2005,Discounted - 12% Rate,0,.0025599999
MD,273186,All Export,,1,,2006,Discounted - 12% Rate,0,.0025800001
MD,273186,All Export,,1,,2007,Discounted - 12% Rate,0,.0025800001
MD,273186,All Export,,1,,2008,Discounted - 12% Rate,0,.00266
MD,273186,All Export,,1,,2009,Discounted - 12% Rate,0,.00266
MD,273186,All Export,,1,,2010,Discounted - 12% Rate,0,.00266
MD,273186,All Export,,1,,2011,Discounted - 12% Rate,0,.00266
MD,273186,All Export,,1,,2012,Discounted - 12% Rate,0,.00266
MD,273186,All Export,,1,,2013,Discounted - 12% Rate,0,.00266
MD,273186,All Export,,1,,2014,Discounted - 12% Rate,0,.00266
MD,273186,All Export,,1,,2015,Discounted - 12% Rate,0,.00266
MA,404788,All Export,,1,,1990,Discounted - 12% Rate,.00057999999,0
MA,404788,All Export,,1,,1991,Discounted - 12% Rate,.00057999999,.0026799999
MA,404788,All Export,,1,,1992,Discounted - 12% Rate,.00057999999,.0026799999
MA,404788,All Export,,1,,1993,Discounted - 12% Rate,.00057999999,.0026799999
MA,404788,All Export,,1,,1994,Discounted - 12% Rate,.0016,.0026
MA,404788,All Export,,1,,1995,Discounted - 12% Rate,.0016,.0026
MA,404788,All Export,,1,,1996,Discounted - 12% Rate,.00159,.0025899999
MA,404788,All Export,,1,,1997,Discounted - 12% Rate,.00159,.0025800001
MA,404788,All Export,,1,,1998,Discounted - 12% Rate,.00157,.0025599999
MA,404788,All Export,,1,,1999,Discounted - 12% Rate,.00156,.00254
MA,404788,All Export,,1,,2000,Discounted - 12% Rate,.00156,.0025200001
MA,404788,All Export,,1,,2001,Discounted - 12% Rate,.00156,.00251
MA,404788,All Export,,1,,2002,Discounted - 12% Rate,.00155,.00251
MA,404788,All Export,,1,,2003,Discounted - 12% Rate,.00155,.00251
MA,404788,All Export,,1,,2004,Discounted - 12% Rate,.00155,.0025200001
MA,404788,All Export,,1,,2005,Discounted - 12% Rate,.00155,.0025299999
